0,0.0,0.0,183.1416,183.1416,0.0022792816162109375,0.0
50,0.0001,0.0,183.1416,183.1416,0.006809234619140625,0.0
100,0.0005,0.0,183.1416,183.1416,0.011272430419921875,0.0
150,0.001,0.0,183.1416,183.1416,0.015726089477539062,0.0
200,0.0018,0.0,183.1416,183.1416,0.020112991333007812,0.0
250,0.0028,0.0,183.1416,183.1416,0.024442672729492188,0.0
300,0.004,0.0,183.1416,183.1416,0.0287628173828125,0.0
350,0.0055,0.0,183.1416,183.1416,0.03299713134765625,0.0
400,0.0071,0.0,183.1416,183.1416,0.037212371826171875,0.0
450,0.009,0.0,183.1416,183.1416,0.04136085510253906,0.0
500,0.011,0.0,183.1416,183.1416,0.045490264892578125,0.0
550,0.0133,0.0,183.1416,183.1416,0.04954338073730469,0.0
600,0.0158,0.0,183.1416,183.1416,0.05358695983886719,0.0
650,0.0185,0.0,183.1416,183.1416,0.05755424499511719,0.0
700,0.0214,0.0,183.1416,183.1416,0.061473846435546875,0.0
750,0.0244,0.0,183.1416,183.1416,0.06537437438964844,0.0
800,0.0277,0.0,183.1416,183.1416,0.06921768188476562,0.0
850,0.0312,0.0,183.1416,183.1416,0.07300376892089844,0.0
900,0.0348,0.0,183.1416,183.1416,0.07676124572753906,0.0
950,0.0386,0.0,183.1416,183.1416,0.08046150207519531,0.0
1000,0.0427,0.0,183.1416,183.1416,0.08411407470703125,0.0
1050,0.0469,0.0,183.1416,183.1416,0.08772850036621094,0.0
1100,0.0513,0.0,183.1416,183.1416,0.09129524230957031,0.0
1150,0.0558,0.0,183.1416,183.1416,0.09481430053710938,0.0
1200,0.0606,0.0,183.1416,183.1416,0.09828567504882812,0.0
1250,0.0655,0.0,183.1416,183.1416,0.10172843933105469,0.0
1300,0.0706,0.0,183.1416,183.1416,0.10509490966796875,0.0
1350,0.0758,0.0,183.1416,183.1416,0.10844230651855469,0.0
1400,0.0812,0.0,183.1416,183.1416,0.11173248291015625,0.0
1450,0.0868,0.0,183.1416,183.1416,0.11498451232910156,0.0
1500,0.0926,0.0,183.1416,183.1416,0.1181793212890625,0.0
1550,0.0985,0.0,183.1416,183.1416,0.12132644653320312,0.0
1600,0.1046,0.0,183.1416,183.1416,0.12444496154785156,0.0
1650,0.1108,0.0,183.1416,183.1416,0.12750625610351562,0.0
1700,0.1172,0.0,183.1416,183.1416,0.13051986694335938,0.0
1750,0.1237,0.0,183.1416,183.1416,0.13349533081054688,0.0
1800,0.1304,0.0,183.1416,183.1416,0.13642311096191406,0.0
